Fiyat,Ekran Kartı,İşlemci,İşlemci Nesli,İşlemci Modeli,Ram,Ekran Boyutu,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Max İşlemci Hızı,Ram Tipi,SSD Kapasitesi,SSD Teknolojisi,Temel İşlemci Hızı,Çözünürlük,İşlemci Frekansı,İşlemci Çekirdek Sayısı,İşletim Sistemi
9139.0,Intel UHD Graphics,Intel Core i3,11. Nesil,1115G4,4.0,"15,6 inç",Dahili,2 GB,Dahili,60 Hz,,2 Yıl,,DDR4,128.0,,,1920 x 1080,,2,Free Dos
33799.0,Nvidia GeForce RTX 3050,Intel Core i7,11. Nesil,11800H,8.0,"15,6 inç",GDDR6,4 GB,Harici,Belirtilmemiş,,,5.0,DDR4,512.0,,,1920 x 1080,,Belirtilmemiş,Free Dos
26999.0,Dahili Ekran Kartı,AMD Ryzen 7,5. Nesil,5700U,8.0,14 inç,Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.3,LPDDR4,512.0,,1.8,1920 x 1200,,8,Windows
16970.0,Intel UHD Graphics,Intel Core i5,12. Nesil,1235U,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,10,Windows
8766.0,AMD Radeon R7 240,Intel Core i7,Belirtilmemiş,860,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,,,2 Yıl,,,256.0,,2.8,1920 x 1080,,4,Windows
12250.0,Nvidia GeForce MX450,MediaTek P60T,5. Nesil,4800HS,36.0,18 inç,Dahili,2 GB,Harici,90 Hz,,2 Yıl,,LPDDR3,32.0,,,4480 x 2520,,10,Windows
8549.0,Intel UHD Graphics,Intel Celeron,1. Nesil,Belirtilmemiş,8.0,"15,6 inç",SD,Paylaşımlı,Harici,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,2,Free Dos
22149.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,32.0,"24"" / 61 Ekran",GDDR6,8 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,Gen 3,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
36325.0,Nvidia GeForce RTX 3050,Intel Core i7,12. Nesil,12700H,16.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,12,Free Dos
11349.0,Intel UHD Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.2,DDR4,256.0,,2.4,1920 x 1080,,4,Free Dos
15149.0,AMD Radeon RX 550,AMD Ryzen 5,3. Nesil,3600,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR4,256.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
38990.0,M2 8 Çekirdekli,M2,Belirtilmemiş,Belirtilmemiş,8.0,13 inç,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,512.0,,,2550 x 1600,,Belirtilmemiş,Mac Os
12360.0,AMD Radeon Graphics,AMD Ryzen 7,5. Nesil,5700U,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.3,DDR4,512.0,,1.8,1920 x 1080,,8,Free Dos
28699.0,Nvidia GeForce RTX 4050,Intel Core i5,12. Nesil,12500H,16.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,4.5,DDR4,512.0,,,1920 x 1080,,12,Free Dos
19399.0,Nvidia GeForce RTX 3050,Intel Core i5,10. Nesil,10400F,32.0,6 inç ve üstü,GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,Gen 3,2.9,1920 x 1080,3.00 GHz üstü,6,Free Dos
35999.0,Nvidia GeForce RTX 4060,Intel Core i5,13. Nesil,13500H,16.0,"16,1 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,4.7,DDR5,512.0,Gen 4,,1920 x 1080,,12,Windows
16399.0,AMD Radeon RX 580,Intel Core i5,10. Nesil,10400F,16.0,"24"" / 61 Ekran",GDDR5,8 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
34719.0,Nvidia GeForce RTX 4050,Intel Core i7,13. Nesil,13700H,16.0,"16,1 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,14,Free Dos
18099.0,Intel Iris Graphics,Intel Core i7,11. Nesil,1165G7,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.7,DDR4,512.0,,,1920 x 1080,,8,Free Dos
28499.0,Nvidia GeForce RTX 3050,Intel Core i5,12. Nesil,12450H,16.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,Gen 4,,1920 x 1080,,8,Free Dos
12799.0,Nvidia GeForce GTX1050 Ti,Intel Core i5,Belirtilmemiş,İ5-3470,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,,256.0,,3.2,1920 x 1080,,4,Windows
23799.0,Nvidia GeForce RTX 3050,Intel Core i5,11. Nesil,i5-11320H,8.0,"15,6 inç",GDDR6,4 GB,Harici,120 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,4,Free Dos
23999.0,Nvidia GeForce RTX 2050,Intel Core i5,12. Nesil,12450H,16.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,500.0,Gen 4,,1920 x 1080,,8,Free Dos
18927.0,Nvidia GeForce GTX 1660 SUPER,Intel Core i5,10. Nesil,10400F,16.0,"24"" / 61 Ekran",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,2.9,1920 x 1080,3.00 GHz üstü,6,Free Dos
18299.0,Intel Iris Graphics,Intel Core i5,12. Nesil,1235U,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,120 Hz,,2 Yıl,4.4,DDR4,512.0,,1.3,1920 x 1080,,10,Free Dos
11999.0,Intel UHD Graphics 600,Intel Celeron,Belirtilmemiş,N4020,4.0,14 inç,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,128.0,,Belirtilmemiş,1366 x 768,,2,Free Dos
12009.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1135G7,16.0,"15,6 inç",SD,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,500.0,,,1920 x 1080,,4,Free Dos
10599.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,3470,16.0,27 inç,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
13999.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.2,DDR4,500.0,,2.4,1920 x 1080,,4,Free Dos
15420.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.2,DDR4,500.0,,2.4,1920 x 1080,,4,Windows
33999.0,Nvidia GeForce GTX 1650,Intel Core i5,11. Nesil,11400,8.0,"15,6 inç",GDDR6,4 GB,Harici,60 Hz,,2 Yıl,4.4,DDR4,512.0,,1.4,1920 x 1080,,6,Free Dos
130951.0,Nvidia GeForce MX330,Intel Core i5,11. Nesil,1135G7,8.0,14 inç,GDDR5,2 GB,Harici,Belirtilmemiş,,2 Yıl,,DDR4,256.0,,,1366 x 768,,4,Free Dos
15934.0,AMD Radeon Graphics,AMD Ryzen 5,5. Nesil,5625U,8.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,512.0,,,1920 x 1080,,6,Windows
11349.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,İ5-3470,16.0,24 inç,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
374999.0,Nvidia GeForce RTX 3050,Intel Core i7,12. Nesil,12650H,32.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,10,Free Dos
11349.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,İ5-3470,16.0,24 inç,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
9804.0,Intel UHD Graphics,Intel Core i3,11. Nesil,1115G4,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,128.0,,,1920 x 1080,,2,Windows
13399.0,Intel UHD Graphics,Intel Core i5,12. Nesil,1235U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,10,Free Dos
9499.0,Intel UHD Graphics,Intel Core i3,11. Nesil,1115G4,8.0,14 inç,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,256.0,,,1366 x 768,,2,Free Dos
6749.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,3470,16.0,6 inç ve üstü,GDDR5,4 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
13584.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,3470,16.0,22 - 24 inç,DDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,240.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
17399.0,Intel Iris Graphics,Intel Core i5,12. Nesil,1235U,16.0,"15,6 inç",SD,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,10,Windows
11249.0,AMD Radeon RX 550,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,6 inç ve üstü,GDDR5,4 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
22499.0,Intel Iris Graphics,Intel Core i7,12. Nesil,1255U,16.0,"14,1 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.7,DDR4,512.0,,1.7,1920 x 1080,,10,Free Dos
11610.0,AMD Radeon R5,AMD Ryzen 5,7. Nesil,7520U,8.0,"15,6 inç",GDDR6,Paylaşımlı,Harici,60 Hz,,2 Yıl,,LPDDR5,512.0,,2.8,1920 x 1080,,8,Free Dos
16949.0,Nvidia GeForce MX450,MediaTek P60T,5. Nesil,4800HS,36.0,18 inç,Dahili,2 GB,Harici,90 Hz,,2 Yıl,,LPDDR3,32.0,,,4480 x 2520,,10,Windows
14549.0,Nvidia GeForce GTX 1660 SUPER,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",GDDR6,6 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,,1920 x 1080,3.00 GHz üstü,4,Free Dos
12999.0,Nvidia GeForce 1050 Ti,Intel Core i3,11. Nesil,1115G4,4.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,128.0,,,1920 x 1080,,1,Windows
25099.0,Nvidia GeForce RTX 3050,Intel Core i5,12. Nesil,12450H,8.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,4.4,DDR4,500.0,,2.5,1920 x 1080,,8,Free Dos
8499.0,Intel UHD Graphics 600,Intel Celeron,1. Nesil,N4020,4.0,14 inç,DDR4,Paylaşımlı,Dahili,,Full HD,,,,128.0,,1 - 2,1920 x 1080,3.00 GHz üstü,2,Free Dos
14549.0,AMD Radeon RX 550,Intel Core i3,10. Nesil,10100F,16.0,22 - 24 inç,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,3.00 GHz üstü,4,Free Dos
24699.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,6. Nesil,6600H,16.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,4.5,DDR5,512.0,,3.3,1920 x 1080,,6,Free Dos
43999.0,Nvidia GeForce RTX 4060,Intel Core i5,12. Nesil,12500H,16.0,"17,3 inç",GDDR6,8 GB,Harici,360 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,12,Free Dos
65730.0,AMD Radeon R5 230,Intel Core i5,Belirtilmemiş,750,8.0,18 - 21 inç,DDR3,2 GB,Harici,60 Hz,,2 Yıl,,DDR3,256.0,,3.2,1024 x 768,3.00 GHz üstü,8,Windows
108349.0,Intel XE Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,8,Free Dos
14999.0,Intel UHD Graphics,Intel Core i5,11. Nesil,1035G1,8.0,"15,6 inç",DDR4,1 GB,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,256.0,,,1920 x 1080,,Belirtilmemiş,Windows 11
15319.0,Intel UHD Graphics,Intel Core i5,12. Nesil,Belirtilmemiş,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR5,256.0,,,1920 x 1080,,8,Windows
10749.0,Nvidia GT730,Intel Core i5,3. Nesil,İ5-3470,16.0,24 inç,GDDR5,4 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.2,,3.00 GHz üstü,4,Free Dos
8499.0,AMD Radeon R5 230,Intel Core i5,3. Nesil,3470,16.0,18 - 21 inç,DDR3,2 GB,Harici,,,2 Yıl,,,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
334823.0,Paylaşımlı,Intel Core i7,6. Nesil,6500U,8.0,"12,5 inç",DDR3,Paylaşımlı,Dahili,,4K Ultra HD,,,,256.0,,,3840 x 2160,,2,Windows
33199.0,Nvidia GeForce RTX 4050,Intel Core i7,13. Nesil,13620H,16.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,2.4,1920 x 1080,,10,Free Dos
10999.0,Dahili Ekran Kartı,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,2.5,DDR4,256.0,Gen 3,2.5,1920 x 1080,,4,Free Dos
301490.0,Nvidia GeForce RTX 2060 Super,AMD Ryzen 7,Belirtilmemiş,3700X,16.0,"24"" / 61 Ekran",GDDR6,6 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,8,Free Dos
26999.0,Nvidia GeForce RTX3060,Intel Core i5,12. Nesil,12450H,8.0,"15,6 inç",GDDR6,6 GB,Harici,120 Hz,,2 Yıl,4.4,DDR4,512.0,,2,1920 x 1080,,8,Free Dos
11349.0,AMD Radeon Graphics,AMD Ryzen 5,7. Nesil,7520U,8.0,"15,6 inç",DDR,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.3,LPDDR5,256.0,,2.8,1920 x 1080,,4,Windows
5999.0,Nvıdıa GeForce GT 730,Intel Core i5,3. Nesil,4570,8.0,6 inç ve üstü,DDR3,4 GB,Harici,,,2 Yıl,,DDR3,128.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
94198.0,Intel UHD Graphics,Intel Core i3,11. Nesil,1115G4,16.0,14 inç,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,128.0,,3,1366 x 768,,2,Free Dos
22300.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,5. Nesil,5625U,16.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,6,Linux
7180.0,Intel HD Graphics,Intel Core i5,3. Nesil,İ5-3470,16.0,24 inç,Dahili,Paylaşımlı,Dahili,75 Hz,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Windows
21499.0,Intel XE Graphics,Intel Core i5,12. Nesil,1235U,16.0,"13,3 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,LPDDR5,512.0,,,2560 x 1600,,10,Free Dos
33999.0,Nvidia GeForce RTX 4060,AMD Ryzen 5,7. Nesil,7640HS,16.0,"16,1 inç",GDDR6,8 GB,Dahili,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,6,Free Dos
129999.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,4,Linux
9499.0,AMD Radeon RX 550,Intel Core i5,Belirtilmemiş,4570,16.0,22 - 24 inç,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,240.0,Gen 3,2.9,1920 x 1080,3.00 GHz üstü,8,Free Dos
125999.0,AMD Radeon Graphics,AMD Ryzen 5,5. Nesil,5500U,16.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,2.1,1920 x 1080,,6,Free Dos
16949.0,AMD Radeon RX 550,AMD Ryzen 5,3. Nesil,3600,32.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR4,256.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
17699.0,AMD Radeon RX 580,AMD Ryzen 5,5. Nesil,5500U,16.0,,GDDR5,8 GB,Harici,,,2 Yıl,,DDR4,480.0,,,,3.00 GHz üstü,6,Windows
6679.0,Intel UHD Graphics 600,Intel Celeron,9. Nesil,N4020,4.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,128.0,,,1366 x 768,,2,Free Dos
38000.0,AMD Radeon Graphics,AMD,Ryzen,4600H,8.0,14 inç,GDDR5,Paylaşımlı,Dahili,120 Hz,,,,DDR4,512.0,,3,2160 x 1440,,6,Free Dos
16045.0,AMD Radeon RX 580,AMD Ryzen 5,3. Nesil,3600,32.0,"24"" / 61 Ekran",GDDR5,8 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
506995.0,AMD Radeon R5,Intel Atom,1. Nesil,9750H,1.0,10 inç,DDR,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR1,120.0,,,1280 x 800,,1,Free Dos
7749.0,Nvıdıa GeForce GT 730,Intel Core i7,1. Nesil,860,16.0,"19"" / 48 Ekran",DDR3,,Harici,60 Hz,,2 Yıl,,,240.0,,2.8,1366 x 768,3.00 GHz üstü,4,Free Dos
128552.0,Nvidia GeForce GTX 1660 SUPER,Intel Core i5,4. Nesil,4590,16.0,"24"" / 61 Ekran",GDDR6,4 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.3,1920 x 1080,3.00 GHz üstü,4,Free Dos
39999.0,Nvidia GeForce RTX3060,Intel Core i5,10. Nesil,10400F,32.0,"24"" / 61 Ekran",GDDR6,12 GB,Nvidia GeForce RTX3060,75 Hz,,2 Yıl,,DDR4,512.0,,,,2.50 GHz - 3.00 GHz,6,Free Dos
16899.0,Nvidia GeForce MX330,Intel Core i5,10. Nesil,10210U,8.0,"15,6 inç",GDDR5,2 GB,Harici,60 Hz,,2 Yıl,4.2,DDR4,512.0,,1.6,1920 x 1080,,4,Windows
59349.0,M3,M3,3. Nesil,M3,8.0,14 inç,Dahili,Paylaşımlı,Dahili,120 Hz,,2 Yıl,,Birleşik Bellek,512.0,,,3024 x 1964,,8,Mac Os
13849.0,Nvidia GeForce GTX1050 Ti,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,32.0,,GDDR5,4 GB,Harici,,,2 Yıl,,DDR4,256.0,,3.6,,3.00 GHz üstü,6,Free Dos
7549.0,Intel UHD Graphics,Intel Celeron,Belirtilmemiş,Belirtilmemiş,4.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,128.0,,,1920 x 1080,,Belirtilmemiş,Windows
17249.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,,GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,,3.00 GHz üstü,6,Free Dos
15899.0,Nvidia GeForce RTX 3090,Intel Core i7,10. Nesil,2200,4.0,14 inç,Dahili,Paylaşımlı,Dahili,120 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,10,Free Dos
6599.0,Nvidia GT730,Intel Core i5,3. Nesil,İ5-3470,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,,128.0,,3.2,,3.00 GHz üstü,4,Free Dos
25557.0,Nvidia GeForce RTX 3050 Ti,Intel Core i5,11. Nesil,11320H,16.0,"15,6 inç",GDDR6,4 GB,Harici,120 Hz,,2 Yıl,4.5,DDR4,256.0,,3.2,1920 x 1080,,4,Free Dos
77649.0,Intel HD Graphics,Intel Core i5,4. Nesil,1000M,8.0,"15,6 inç",DDR3,1 GB,Dahili,60 Hz,,2 Yıl,,DDR3,256.0,Gen 3,1.9,2160 x 1440,,4,Free Dos
25899.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,,3600,32.0,25 + inç,GDDR6,8 GB,Harici,240 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,3.00 GHz üstü,6,Free Dos
12999.0,Nvidia GeForce GTX1050 Ti,Intel Core i7,Belirtilmemiş,860,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,2.8,1920 x 1080,,4,Windows
9499.0,Nvidia GT730,Intel Core i7,1. Nesil,860,8.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,240.0,,2.8,1920 x 1080,3.00 GHz üstü,4,Free Dos
26123.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,5. Nesil,5600X,32.0,"24"" / 61 Ekran",GDDR6,8 GB,Harici,165 Hz,,2 Yıl,,DDR4,256.0,Gen 3,3.7,1920 x 1080,3.00 GHz üstü,6,Free Dos
45999.0,M2 8 Çekirdekli,M2,2. Nesil,Belirtilmemiş,8.0,"13,3 inç",DDR4,Paylaşımlı,Dahili,120 Hz,,2 Yıl,,DDR4,512.0,,,2560 x 1600,,8,Mac Os
14599.0,Dahili Ekran Kartı,Intel Core i5,11. Nesil,1135G7,16.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.2,DDR4,512.0,,2.4,1920 x 1080,,4,Free Dos
99999.0,Intel UHD Graphics,Intel Core i3,12. Nesil,N305,4.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,8,Windows
36999.0,Nvidia GeForce RTX 4060,Intel Core i7,12. Nesil,12700H,16.0,"15,6 inç",GDDR6,8 GB,Harici,165 Hz,,2 Yıl,4.7,DDR5,512.0,,2.3,1920 x 1080,,14,Free Dos
37499.0,Nvidia GeForce RTX 4050,Intel Core i5,13. Nesil,13420H,16.0,"16,1 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,8,Free Dos
44999.0,Nvidia GeForce RTX 4060,Intel Core i7,12. Nesil,12650H,16.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,4.7,DDR4,512.0,,3.5,1920 x 1080,,16,Windows
11149.0,AMD Radeon RX 550,AMD Ryzen 5,3. Nesil,3600,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
29580.0,Dahili Ekran Kartı,Intel Core i5,1. Nesil,İ5-650,8.0,,DDR,Paylaşımlı,Dahili,,,2 Yıl,,,256.0,,3.2,1920 x 1080,,2,Free Dos
9499.0,AMD Radeon R7 240,Intel Core i5,,İ5-750,8.0,"19"" / 48 Ekran",DDR3,,Harici,60 Hz,,,,,256.0,,,,3.00 GHz üstü,4,Windows
13599.0,Nvidia GeForce GTX1050 Ti,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,,,2 Yıl,,,512.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
24999.0,Nvidia GeForce GTX 1650,Intel Core i5,11. Nesil,11320H,8.0,"15,6 inç",GDDR6,4 GB,Harici,120 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,4,Free Dos
11999.0,AMD Radeon Graphics,AMD Ryzen 5,5. Nesil,5500U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.0,DDR4,500.0,Gen 3,,1920 x 1080,,6,Free Dos
13599.0,Nvidia GeForce GTX1050 Ti,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,,,2 Yıl,,,512.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
335990.0,Nvidia GeForce RTX 3070Ti,AMD Ryzen 7,6. Nesil,6800H,16.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,4.7,DDR5,512.0,,3.2,1920 x 1080,,8,Free Dos
10158.0,Nvidia GeForce GT 730M,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",DDR3,,Harici,,,,,,240.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
17299.0,Dahili Ekran Kartı,Intel Core i5,12. Nesil,1235U,8.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,10,Free Dos
151287.0,AMD Radeon Graphics,AMD Ryzen 7,5. Nesil,5700U,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.3,DDR4,512.0,,,1920 x 1080,,8,Windows
361540.0,Nvidia GeForce RTX 3070,Intel Core i7,11. Nesil,11800H,16.0,"15,6 inç",Belirtilmemiş,8 GB,Harici,144 Hz,,2 Yıl,4.6,DDR4,512.0,,2.3,1920 x 1080,,8,Free Dos
430871.0,Nvidia GeForce RTX 4060,Intel Core i7,13. Nesil,13650HX,16.0,"15,6 inç",GDDR6,8 GB,Harici,165 Hz,,2 Yıl,4.9,DDR5,512.0,,,1920 x 1080,,14,Free Dos
27999.0,Nvidia GeForce RTX 3060 Ti,Intel Core i5,13. Nesil,12400F,16.0,,GDDR6,8 GB,Harici,300 Hz,,2 Yıl,,DDR4,512.0,,3.9,4480 x 2520,3.00 GHz üstü,16,Windows
7549.0,AMD Radeon RX 550,Intel Core i5,3. Nesil,İ5-3470,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,DDR3,240.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
6998.0,Nvidia GeForce GT 730,Intel Core i5,Belirtilmemiş,İ5-750,16.0,"19"" / 48 Ekran",DDR3,4 GB,Harici,,,2 Yıl,,,256.0,,,,2.50 GHz - 3.00 GHz,4,Windows
5802.0,AMD Radeon R5 230,Intel Core i3,2. Nesil,2120,16.0,,DDR3,2 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.3,,3.00 GHz üstü,2,Free Dos
